Rank,bootstrap,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_r2_mean,Best_Model
283,TRUE,20,sqrt,8,10,300,1520.416531,39.09808369,1088.957157,0.669569815,FALSE
284,TRUE,20,sqrt,8,7,300,1520.416531,39.09808369,1088.957157,0.669569815,FALSE
285,TRUE,20,sqrt,8,2,300,1520.416531,39.09808369,1088.957157,0.669569815,FALSE
286,TRUE,20,sqrt,8,10,200,1522.340795,40.58821723,1092.173201,0.668820156,FALSE
287,TRUE,20,sqrt,8,7,200,1522.340795,40.58821723,1092.173201,0.668820156,FALSE
288,TRUE,20,sqrt,8,3,200,1522.340795,40.58821723,1092.173201,0.668820156,FALSE
289,TRUE,20,sqrt,8,2,200,1522.340795,40.58821723,1092.173201,0.668820156,FALSE
290,TRUE,20,sqrt,8,5,200,1522.340795,40.58821723,1092.173201,0.668820156,FALSE
291,TRUE,20,sqrt,8,10,500,1529.362584,37.92527482,1095.627068,0.665677197,FALSE
292,TRUE,20,sqrt,8,5,500,1529.362584,37.92527482,1095.627068,0.665677197,FALSE
293,TRUE,20,sqrt,8,7,500,1529.362584,37.92527482,1095.627068,0.665677197,FALSE
294,TRUE,20,sqrt,8,2,500,1529.362584,37.92527482,1095.627068,0.665677197,FALSE
295,TRUE,20,sqrt,8,3,500,1529.362584,37.92527482,1095.627068,0.665677197,FALSE
296,TRUE,20,sqrt,8,2,700,1531.864032,38.86191453,1097.286451,0.664589986,FALSE
297,TRUE,20,sqrt,8,10,700,1531.864032,38.86191453,1097.286451,0.664589986,FALSE
298,TRUE,20,sqrt,8,7,700,1531.864032,38.86191453,1097.286451,0.664589986,FALSE
299,TRUE,20,sqrt,8,3,700,1531.864032,38.86191453,1097.286451,0.664589986,FALSE
300,TRUE,20,sqrt,8,5,700,1531.864032,38.86191453,1097.286451,0.664589986,FALSE
301,TRUE,10,sqrt,1,3,200,1736.338866,57.84505794,1289.771548,0.569155107,FALSE
302,TRUE,10,sqrt,1,2,200,1736.356975,45.35076284,1288.920677,0.569135707,FALSE
303,TRUE,10,sqrt,1,5,200,1736.571677,44.65434144,1287.514266,0.569077388,FALSE
304,TRUE,10,sqrt,1,5,300,1740.971844,42.56629266,1291.956395,0.566753793,FALSE
305,TRUE,10,sqrt,1,7,200,1741.976353,29.99528534,1292.164516,0.566307758,FALSE
306,TRUE,10,sqrt,1,2,300,1742.255897,34.34396462,1295.82461,0.566149609,FALSE
307,TRUE,10,sqrt,1,3,300,1744.49532,49.08155901,1298.448147,0.565072398,FALSE
308,TRUE,10,sqrt,1,10,200,1744.807412,48.01349455,1292.309008,0.565000123,FALSE
309,TRUE,10,sqrt,1,3,700,1745.053725,42.22842546,1296.374038,0.56485871,FALSE
310,TRUE,10,sqrt,1,5,700,1746.103161,35.83547037,1296.223933,0.564309748,FALSE
311,TRUE,10,sqrt,1,2,700,1746.422762,37.53161053,1299.316611,0.564175529,FALSE
312,TRUE,10,sqrt,1,7,700,1750.965959,33.37661496,1300.160092,0.561874976,FALSE
313,TRUE,10,sqrt,1,7,300,1751.125171,30.77432109,1301.373384,0.561697803,FALSE
314,TRUE,10,sqrt,1,10,700,1751.398846,40.16601174,1298.328414,0.561689261,FALSE
315,TRUE,10,sqrt,1,3,500,1752.983331,43.1980532,1304.804143,0.560869473,FALSE
316,TRUE,10,sqrt,1,10,300,1753.016863,39.88217434,1298.987564,0.560885436,FALSE
317,TRUE,10,sqrt,1,5,500,1753.026587,36.32340859,1302.604364,0.560783148,FALSE
318,TRUE,10,sqrt,1,2,500,1754.346676,36.61281875,1306.982246,0.560171602,FALSE
319,TRUE,10,sqrt,2,2,200,1754.659747,37.94621512,1300.545143,0.560065822,FALSE
320,TRUE,10,sqrt,2,3,200,1754.659747,37.94621512,1300.545143,0.560065822,FALSE
321,TRUE,10,sqrt,1,7,500,1756.776904,32.03251642,1305.655449,0.558906535,FALSE
322,TRUE,10,sqrt,2,7,200,1758.491744,50.23185187,1304.881236,0.558098001,FALSE
323,TRUE,10,sqrt,1,10,500,1758.731045,38.94920538,1303.726369,0.558005364,FALSE
324,TRUE,10,sqrt,2,10,200,1761.304253,43.49474093,1307.640463,0.556741318,FALSE
325,TRUE,10,sqrt,2,7,300,1761.497496,43.2699096,1308.193485,0.556540293,FALSE
326,TRUE,10,sqrt,2,10,300,1763.98868,40.57677478,1311.422774,0.555361648,FALSE
327,TRUE,10,sqrt,2,10,700,1767.916071,42.52804904,1312.874052,0.55338778,FALSE
328,TRUE,10,sqrt,2,5,200,1767.965356,45.66757958,1314.238628,0.553354232,FALSE
329,TRUE,10,sqrt,2,7,700,1768.796758,44.30575052,1313.568778,0.552908816,FALSE
330,TRUE,10,sqrt,2,2,300,1769.160335,30.10250606,1315.07402,0.55274259,FALSE
331,TRUE,10,sqrt,2,3,300,1769.160335,30.10250606,1315.07402,0.55274259,FALSE
332,TRUE,10,sqrt,2,5,700,1770.855973,42.41809895,1316.56926,0.551913968,FALSE
333,TRUE,10,sqrt,2,2,700,1771.601192,38.98904403,1316.720343,0.551506693,FALSE
334,TRUE,10,sqrt,2,3,700,1771.601192,38.98904403,1316.720343,0.551506693,FALSE
335,TRUE,10,sqrt,4,3,200,1772.725545,47.69647897,1313.959336,0.550947474,FALSE
336,TRUE,10,sqrt,4,2,200,1772.725545,47.69647897,1313.959336,0.550947474,FALSE
337,TRUE,10,sqrt,4,7,200,1772.725545,47.69647897,1313.959336,0.550947474,FALSE
338,TRUE,10,sqrt,4,5,200,1772.725545,47.69647897,1313.959336,0.550947474,FALSE
339,TRUE,10,sqrt,2,5,300,1773.214744,36.81335169,1319.450253,0.55070762,FALSE
340,TRUE,10,sqrt,2,7,500,1776.102571,40.40657045,1321.187188,0.54918585,FALSE
341,TRUE,10,sqrt,2,10,500,1776.29331,40.68421354,1321.152352,0.549123542,FALSE
342,TRUE,10,sqrt,2,3,500,1778.643449,31.58301619,1323.022546,0.547928872,FALSE
343,TRUE,10,sqrt,2,2,500,1778.643449,31.58301619,1323.022546,0.547928872,FALSE
344,TRUE,10,sqrt,2,5,500,1780.267727,36.74438503,1325.481711,0.547137237,FALSE
345,TRUE,10,sqrt,4,5,300,1789.693007,46.95061736,1331.547633,0.542248012,FALSE
346,TRUE,10,sqrt,4,7,300,1789.693007,46.95061736,1331.547633,0.542248012,FALSE
347,TRUE,10,sqrt,4,3,300,1789.693007,46.95061736,1331.547633,0.542248012,FALSE
348,TRUE,10,sqrt,4,2,300,1789.693007,46.95061736,1331.547633,0.542248012,FALSE
349,TRUE,10,sqrt,4,10,200,1789.913133,42.66688251,1328.883375,0.542163019,FALSE
350,TRUE,10,sqrt,4,2,700,1794.185702,47.25877355,1333.609616,0.539978843,FALSE
351,TRUE,10,sqrt,4,7,700,1794.185702,47.25877355,1333.609616,0.539978843,FALSE
352,TRUE,10,sqrt,4,5,700,1794.185702,47.25877355,1333.609616,0.539978843,FALSE
353,TRUE,10,sqrt,4,3,700,1794.185702,47.25877355,1333.609616,0.539978843,FALSE
354,TRUE,10,sqrt,4,2,500,1800.325582,47.08660004,1339.003369,0.536788166,FALSE
355,TRUE,10,sqrt,4,7,500,1800.325582,47.08660004,1339.003369,0.536788166,FALSE
356,TRUE,10,sqrt,4,5,500,1800.325582,47.08660004,1339.003369,0.536788166,FALSE
357,TRUE,10,sqrt,4,3,500,1800.325582,47.08660004,1339.003369,0.536788166,FALSE
358,TRUE,10,sqrt,4,10,700,1801.340512,37.36808508,1341.456307,0.536313513,FALSE
359,TRUE,10,sqrt,4,10,300,1801.414251,38.77940186,1341.589703,0.536262992,FALSE
360,TRUE,10,sqrt,6,2,200,1804.959162,46.07397626,1345.92357,0.534417698,FALSE
361,TRUE,10,sqrt,6,7,200,1804.959162,46.07397626,1345.92357,0.534417698,FALSE
362,TRUE,10,sqrt,6,3,200,1804.959162,46.07397626,1345.92357,0.534417698,FALSE
363,TRUE,10,sqrt,6,5,200,1804.959162,46.07397626,1345.92357,0.534417698,FALSE
364,TRUE,10,sqrt,6,10,200,1804.959162,46.07397626,1345.92357,0.534417698,FALSE
365,TRUE,10,sqrt,6,3,300,1810.4812,38.94743883,1350.676032,0.531511285,FALSE
366,TRUE,10,sqrt,6,7,300,1810.4812,38.94743883,1350.676032,0.531511285,FALSE
367,TRUE,10,sqrt,6,10,300,1810.4812,38.94743883,1350.676032,0.531511285,FALSE
368,TRUE,10,sqrt,6,2,300,1810.4812,38.94743883,1350.676032,0.531511285,FALSE
369,TRUE,10,sqrt,6,5,300,1810.4812,38.94743883,1350.676032,0.531511285,FALSE
370,TRUE,10,sqrt,4,10,500,1811.334309,36.39992305,1350.049204,0.531137036,FALSE
371,TRUE,10,sqrt,6,7,700,1814.258159,39.36112245,1351.411018,0.529634928,FALSE
372,TRUE,10,sqrt,6,10,700,1814.258159,39.36112245,1351.411018,0.529634928,FALSE
373,TRUE,10,sqrt,6,2,700,1814.258159,39.36112245,1351.411018,0.529634928,FALSE
374,TRUE,10,sqrt,6,3,700,1814.258159,39.36112245,1351.411018,0.529634928,FALSE
375,TRUE,10,sqrt,6,5,700,1814.258159,39.36112245,1351.411018,0.529634928,FALSE
376,TRUE,10,sqrt,6,10,500,1816.317813,35.84279738,1353.33784,0.52854065,FALSE
377,TRUE,10,sqrt,6,5,500,1816.317813,35.84279738,1353.33784,0.52854065,FALSE
378,TRUE,10,sqrt,6,7,500,1816.317813,35.84279738,1353.33784,0.52854065,FALSE
379,TRUE,10,sqrt,6,3,500,1816.317813,35.84279738,1353.33784,0.52854065,FALSE
380,TRUE,10,sqrt,6,2,500,1816.317813,35.84279738,1353.33784,0.52854065,FALSE
381,TRUE,10,sqrt,8,3,200,1817.834634,40.01546427,1348.745008,0.527726576,FALSE
382,TRUE,10,sqrt,8,2,200,1817.834634,40.01546427,1348.745008,0.527726576,FALSE
383,TRUE,10,sqrt,8,5,200,1817.834634,40.01546427,1348.745008,0.527726576,FALSE
384,TRUE,10,sqrt,8,10,200,1817.834634,40.01546427,1348.745008,0.527726576,FALSE
385,TRUE,10,sqrt,8,7,200,1817.834634,40.01546427,1348.745008,0.527726576,FALSE
386,TRUE,10,sqrt,8,5,300,1825.901354,31.3554414,1357.21384,0.523487899,FALSE
387,TRUE,10,sqrt,8,3,300,1825.901354,31.3554414,1357.21384,0.523487899,FALSE
388,TRUE,10,sqrt,8,7,300,1825.901354,31.3554414,1357.21384,0.523487899,FALSE
389,TRUE,10,sqrt,8,10,300,1825.901354,31.3554414,1357.21384,0.523487899,FALSE
390,TRUE,10,sqrt,8,2,300,1825.901354,31.3554414,1357.21384,0.523487899,FALSE
391,TRUE,10,sqrt,8,5,700,1836.142116,34.26087329,1367.193085,0.518175025,FALSE
392,TRUE,10,sqrt,8,10,700,1836.142116,34.26087329,1367.193085,0.518175025,FALSE
393,TRUE,10,sqrt,8,7,700,1836.142116,34.26087329,1367.193085,0.518175025,FALSE
394,TRUE,10,sqrt,8,3,700,1836.142116,34.26087329,1367.193085,0.518175025,FALSE
395,TRUE,10,sqrt,8,2,700,1836.142116,34.26087329,1367.193085,0.518175025,FALSE
396,TRUE,10,sqrt,8,3,500,1838.604065,32.93562183,1369.134615,0.516881736,FALSE
397,TRUE,10,sqrt,8,5,500,1838.604065,32.93562183,1369.134615,0.516881736,FALSE
398,TRUE,10,sqrt,8,7,500,1838.604065,32.93562183,1369.134615,0.516881736,FALSE
399,TRUE,10,sqrt,8,2,500,1838.604065,32.93562183,1369.134615,0.516881736,FALSE
400,TRUE,10,sqrt,8,10,500,1838.604065,32.93562183,1369.134615,0.516881736,FALSE
